price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
37500000.0,"Versova, Mumbai - Western Suburbs, Maharashtra",1450.0,19.13844,72.812187,3.0,3.0,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",25862.068965517243
12600000.0,"Bhandup West, Mumbai - Central Line, Maharashtra",1058.0,19.155673,72.941143,2.0,2.0,,,Resale,2.0,Semi-Furnished,,,Flat,"
",11909.262759924386
27000000.0,"Kalina, Mumbai - Western Suburbs, Maharashtra",890.0,19.0753764,72.8663173,2.0,2.0,,Ready to Move,Resale,1.0,,,,Individual House,"
",30337.078651685395
17000000.0,"Four Bungalows, Mumbai - Western Suburbs, Maharashtra",700.0,19.12537,72.82542,2.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
",24285.714285714286
9950000.0,"vatsalya  coopreative housing society, Charkop sector 8, kandivali west, mumbai., Sector 8 Charkop, Mumbai - North Mumbai, Maharashtra",1000.0,19.21815,72.81592,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,Near MTNL telephone exchange and ganesh mandir bus stop.,Flat,"


                                The flat is in 6 year old MHADA building on first floor.The flat is totally renovated by changing plaster, quality tiles,modular kitchen platform,kichen cabinates bathroom tiles 3-4years back for self use.Mpl water supply is 24 hour,additional1000ltre loft tank is provided.Market,school bank,police station at a walkable distance of 5-10minutes. BEST bus freqency 5-10 minute to Borivali / Kandivali station.Charkop metro station is 2 km away .
                            
more

",9950.0
7200000.0,"Kalyan, Mumbai - Around Mumbai, Maharashtra",950.0,19.2406151,73.0951298,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",7578.9473684210525
23700000.0,"Kanjurmarg West, Mumbai, Kanjurmarg West, Mumbai - Central Line, Maharashtra",1500.0,19.13449,72.92646,3.0,3.0,1.0,,New Property,1.0,Unfurnished,2.0,"Runwal Forests,Kanjurmarg (west), Central Mumbai suburbs",Flat,"


                                3bhk on sale in runwal forests in kanjur marg West, central mumbai suburbs by runwal group is a residential project. Highlights of project Multiple level parking entrance lobby in each tower at drop off level large clubhouse with swimming pools breathtaking vistas of the city  Thane creek and hill views landscape by lsg landscape architecture inc, usa 2 staircase per tower for emergency exit premium lifestyle amenities the project offers apartmentperfect combination of contemporary architecture and features to provide comfortable living.contact with us for further information.
                            
more

",15800.0
26700000.0,"Mulund west, Mulund West, Mumbai - Central Line, Maharashtra",2017.0,19.1657808,72.934534,3.0,3.0,,,New Property,2.0,Unfurnished,4.0,"Behind Nirmal Life style, Mulund west",Flat,"


                                Dream 3 BHK with complete glass facade and beautiful view available on higher floor with no floor rise offer at Piramal Revanta. Unmatched carpet area and complex has best of the best amenities. Pl call for site inspection and for best  possible rates.
                            
more

",13237.48140803173
16000000.0,"D-701, Silver Oaks, Off. L B S Marg, Vasant Gardens, Near Swapana Nagari, Mulund-west, Mumbai-400080., Mulund West, Mumbai - Central Line, Maharashtra",890.0,19.1746739,72.9431038,2.0,2.0,,Ready to Move,Resale,,,1.0,Near TARASINGH GARDEN & OPP. NES SCHOOL.,Flat,"


                                Invest in this beautiful 2BHK apartment that is up for sale and is located in the most prefered destination of Silver Oaks Apartment, Mulund West, Mumbai. Spread across an 890 sq ft super area, this apartment is a fine example of contemporary construction that offers you comfortable living space.    Property specifications  Comfortably resting on the top floor of a 7-level building, this apartment is thoughtfully designed and bathed in good ventilation and natural light. Further, this cheerful apartment comes with 2 bedrooms, 2 bathrooms, an L-shaped living cum dining area with granite tiles and a kitchen.   In western bathrooms, there are geysers available for instant hot water supply. However, one bathroom is attached to the bedroom and another one is commonly used. The bedrooms are furnished with beds, wardrobes and AC.   Offering comfortable space for cooking, the kitchen with granite platform, sink, chimney, cabinets and geyser is quite appealing. The vitrified tiles covering the flooring of all the rooms give this apartment an excellent and rich look.   Facilities  You can easily carry out your daily activities as adequate supply of water for 24 hours is available. Security with CCTV cameras and open road parking space is also available. Also, solar power backup is given for lift whereas a garden, play area and daily need shop are also available in this society.   Locality  Wonderful location and smooth connectivity to all the major facilities of the city make this apartment worth living with your family. This property is merely 3km away from the famous Fortis Hospital. The NES School is within 100m radius whereas Sanjay Gandhi National Park is around 200m. Within the close proximity, you can find banks, ATMs and supermarkets. An upcoming metro station is located at 750m and public transport is available in the vicinity, thereby, commuting to other areas of the city is trouble-free. 
                            
more

",17977.52808988764
16500000.0,"Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",1500.0,19.30939292907715,72.84859466552734,3.0,2.0,4.0,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       It is on the on 1st floor an apartment in of total 4 floors. Contact for more details.
                    
                ",11000.0
