price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
19800000.0,"901 dazzle., Powai, Mumbai - Central Line, Maharashtra",1281.0,19.124657,72.892539,2.0,2.0,1.0,Ready to Move,Resale,1.0,,2.0,Opp. L&T Gate No. 5,Flat,"


                                Huge 2 BHK with Balcony, can be easily converted into 3BHK, Green Aarey view, Hospital at 100 meters, schools 1.5 km, vicinity of Hiranandani Gardens, Seepz, MIDC. All new metros passing at just 1 km. Excellent road connectivity. At the junction of JVLR and Saki Vihar Road Opp. L&T Business Park. Good Rental Income. Fully occupied complex. SBI bank with locker facility at ground floor of the building
                            
more

",15456.674473067917
14800000.0,"Ishwar Nagar, Mumbai - Central Line, Maharashtra",1000.0,19.143829345703125,72.93492889404297,2.0,2.0,,Ready to Move,Resale,,Furnished,,post office,Flat,"
                    
                    
                    
                       very spacious property with fresh air ventilation
                    
                ",14800.0
37000000.0,"Prabhadevi, Mumbai - South Mumbai, Maharashtra",800.0,19.0198623047892,72.8320821964833,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",46250.0
16500000.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1050.0,19.09969689,72.88498617,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",15714.285714285714
25000000.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1305.0,19.2271531,72.8408838,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",19157.088122605364
8300000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",910.0,19.280212,72.884079,2.0,2.0,4.0,Ready to Move,Resale,,,,,Flat,"
",9120.87912087912
29000000.0,"Andheri East, Mumbai, JVLR-Jogeshwari Vikhroli Link Road, Mumbai - Western Suburbs, Maharashtra",1377.0,19.140335,72.8647155,3.0,2.0,2.0,,Resale,,Semi-Furnished,4.0,"Nr. Oberoi international school,nr. Oberoi mall, film city rd, goregaon",Flat,"


                                The township is ideally located in Goregaon (E) with over 500 elite residences in an 18+ acre area. Fastest connectivity to both western and central Mumbai via W. E Highway & JVLR. Both International & Domestic airports only at 8 km distance having easy access in 15 mins time. The project owes all modern amenities with state of art swimming pool, gym, cafeteria’s, community hall, kids play area, temple etc all within the gated premises. All other lifestyle amenities like schools, malls, departmental stores, food courts, multiplexes all within half kilometer distance.
                            
more

",21060.275962236745
300000000.0,"Carmichael Rd, Gowalia Tank, Altamount Road, Mumbai - South Mumbai, Maharashtra",4122.0,18.9682851,72.810486,5.0,6.0,,Ready to Move,Resale,4.0,,10.0,"Carmichael Rd, Gowalia Tank, Tardeo",Flat,"
                    
                    
                    
                       5 bhk , 4122 sqft , Altamount road  , ready possession , oc received , no gst , luxury at economy , full amenities , integrated towers , all round connectivity , posh location , elite people ,
                    
                ",72780.20378457059
42500000.0,"Lokhandwala Complex, Andheri West, Mumbai, Maharashtra, Andheri West, Mumbai - Western Suburbs, Maharashtra",1650.0,19.142096,72.826173,3.0,3.0,,Ready to Move,Resale,,,,,Individual House,"
",25757.57575757576
14000000.0,"Shalini Apartment Yari Road Versova Andheri West Mumbai 400061, Versova, Mumbai - Western Suburbs, Maharashtra",900.0,19.14801406860352,72.84228515625,2.0,2.0,,Ready to Move,Resale,1.0,Semi-Furnished,,Near Mandir Masjid,Flat,"
",15555.555555555557
105000000.0,"Walkeshwar, Mumbai - South Mumbai, Maharashtra",1400.0,18.950754,72.8020638,4.0,3.0,,Ready to Move,Resale,2.0,Unfurnished,,,Flat,"
",75000.0
10000000.0,"Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",945.0,19.3093926,72.8485939,2.0,2.0,1.0,,Resale,1.0,Semi-Furnished,,,Flat,"
",10582.010582010582
13500000.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",700.0,19.0908063,72.9076669,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",19285.714285714286
31000000.0,"Deonar, Mumbai - Harbour Line, Maharashtra",1150.0,19.05634,72.91732,2.0,3.0,,Ready to Move,Resale,,,,,Flat,"
",26956.52173913044
30000000.0,"Juhu Beach Area, Mumbai - Western Suburbs, Maharashtra",700.0,19.08770179748535,72.82606506347656,2.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
",42857.142857142855
26000000.0,"Mulund West, Mumbai - Central Line, Maharashtra",1345.0,19.172554,72.941937,3.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",19330.85501858736
67500000.0,"Nepeansea Road, opp state bank of India, Walkeshwar, Mumbai - South Mumbai, Maharashtra",1000.0,18.950754,72.8020638,2.0,2.0,,,Resale,1.0,Furnished,,Opp state bank of india,Flat,"
                    
                    
                    
                       This Multistorey Apartment is located at 13th floor in a building of total 14 floors.
                    
                ",67500.0
40000000.0,"Ram Laxman Kutir Cooperative Housing Society Laxman Apartments Azad Lane Andheri West Mumbai Maharashtra 400058, Juhu, Mumbai - Western Suburbs, Maharashtra",1635.0,19.119251251220703,72.86459350585938,3.0,3.0,,Ready to Move,Resale,1.0,Furnished,2.0,Near Shoppers Stop,Flat,"


                                Nestled in one of the premium and upscale residential hotspots of Mumbai i.e. in Juhu, this tastefully designed 3BHK flat with terrace is worth investing your hard-earned money. Spacious rooms, superior quality furnished and prime location are the major highlights to be considered about this property. USP - This property is situated on the top floor of an eight storeyed building and has access to the terrace. Open from three sides, this flat is filled with an abundance of fresh air and sunlight, thus promising a pleasant ambience. Property SpecificationsFacing the auspicious east-direction, this flat is thoughtfully designed as per Vaastu guidelines for the well-being and happiness of the residents. Fully furnished, this beautiful abode is ready to move in with your loved ones. Talking about the layout of this abode, it encompasses 3 bedrooms, a living cum dining area, modular kitchen, 1 pooja room and 3 bathrooms. The terrace is ideal for having your morning or evening walk along with the mesmerising views of the sunrise/sunset. The modular kitchen is well-organised with a cooking countertop, sink and chimney for a hassle-free cooking. The vitrified flooring further gives this abode an elegant look. All three bathrooms are western-fashioned and are equipped with geysers for 24x7 hot water supply. Two of the bathrooms are attached to the bedrooms whereas the third bathroom is available for common use. FacilitiesThere is a park for spending some time with your family and friends. To ensure more convenience, prime facilities like open parking space, 24x7 water supply, 100% power backup, 2 lifts, reserved parking, water storage, visitor parking and piped gas are available. Also, security guards are present with CCTV surveillance for complete safety. LocalityPresence of prestigious schools, top-class medical facilities, popular shopping malls, and other facilities make this area perfect for settlement with your family. So, without any delay seize this lucrative deal !!!A number of well-known educational institutions, reputed health care centers, shopping outlets and leading banks and ATMs are located within a radius of 1km from this property.Autos, buses, taxis and cabs are immediately available for commuting, while the railway station and metro station are just 1km away.
                            
more

",24464.831804281344
5600000.0,"Mumbai-Around Mumbai, Nala Sopara, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,19.41292953491211,72.81816864013672,2.0,2.0,1.0,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",5600.0
18000000.0,"Powai, Mumbai - Central Line, Maharashtra",1075.0,19.124657,72.892539,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",16744.18604651163
21000000.0,"Shankar lane, Mahatama Gandhi Road, Mumbai - North Mumbai, Maharashtra",1520.0,19.205402374267575,72.83885192871094,3.0,3.0,,Ready to Move,Resale,,Furnished,,,Flat,"


                                Truly spacious and extremely gorgeous, this beautifully furnished 3 BHK  flat  is for sale in  Mahatama Gandhi Road ,Mumbai and is also a perfect home for those looking for such kind of residential flat. So, hurry up and make the most of this opportunity!!!This  Flat is supported with round the clock water supply, Power Back Up, Reserved Parking, Vaastu Compliant,Power Back Up, Vaastu Compliant, Visitor Parking,Visitor Parking.Local bus stops and the other modes of public transport lie within a short distance. Some of the top-rated schools, well-known hospitals, and local clinics are found within the vicinity. Leading shopping malls, supermarkets, popular hotels, banks, and ATM centers are also easily accessible within close proximity.
                            
more

",13815.78947368421
16000000.0,"Near bamandayapada BUS stop, military road, Andheri East, Mumbai., Marol Naka, Mumbai - Western Suburbs, Maharashtra",924.0,19.124257,72.8882,2.0,2.0,,Ready to Move,New Property,,,,Bamandayapada bus deppt.,Flat,"
",17316.017316017314
8000000.0,"Nayanagar, Mira Road, Mumbai, Maharashtra, India., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",900.0,19.294304,72.855137,2.0,2.0,4.0,Ready to Move,Resale,,,,,Flat,"
",8888.888888888889
25000000.0,"Chembur East, Mumbai, Maharashtra",1160.0,19.04391098022461,72.8987808227539,2.0,3.0,2.0,Ready to Move,Resale,,Furnished,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It covered area of 1160 sq-ft, it is a good location property. Please contact for moredetails.
                    
                ",21551.72413793104
18000000.0,"Malad West, Mumbai, Jankalyan Nagar, Mumbai - North Mumbai, Maharashtra",1315.0,19.20104978,72.81759229,3.0,3.0,,Ready to Move,Resale,1.0,,2.0,Bilabong School,Flat,"


                                A 3 bhk flat is available for sale in mumbai andheriDahisar jankalyan nagar. This west facing property is a part of . The carpet area is 875 sq.Ft.This is a a furnished with light, ac ,1 TV ,1 geyser, 1 sofa, 1 fan ,1 modular kitchen ,bed ,wardrobe.It has more than two bathrooms.The apartment with 2 balconies has club and main road view. It is a west facing flat. The width of the facing road is 90.00 sq.Ft.Located on the 3rd floor of 18 floors. The expected price of this apartment is rs 1.9 crore Rs. 14448.00 per sq.Ft.Price negotiable.
                            
more

",13688.212927756656
49500000.0,"5th floor, Marine Lines, Mumbai - South Mumbai, Maharashtra",1200.0,18.9457243,72.8237605,2.0,2.0,3.0,Ready to Move,Resale,,Unfurnished,,Above Gughan hotel,Flat,"
",41250.0
29000000.0,"Marol Andheri East, Andheri East, Mumbai - Western Suburbs, Maharashtra",1200.0,19.114625,72.884696,2.0,2.0,1.0,Ready to Move,Resale,,,,,Flat,"
",24166.666666666668
20000000.0,"Vakola, Mumbai - Western Suburbs, Maharashtra",1000.0,19.08101272583008,72.85006713867188,2.0,2.0,1.0,Ready to Move,Resale,1.0,Semi-Furnished,,Proximity to Airport and BKC. 10 min. walk to Santacruz rail station,Individual House,"


                                2 main doors, one leading to hall and second to kitchen. Kitchen is modular with loft covered with many storage and display cabinets. bedrooms have wall to wall, very good wardrobes and bedside furniture. Hall has a massive showcase. Split LG Air conditioners in hall and bedrooms. Low outgoing of RS 1550 per month.
                            
more

",20000.0
20000000.0,"Lokhandwala Township, Kandivali East, Mumbai, Maharashtra",1550.0,19.205001831054688,72.86927032470703,3.0,3.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",12903.225806451614
7800000.0,"Malvani, Mumbai - North Mumbai, Maharashtra",780.0,19.18546,72.82067,2.0,2.0,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",10000.0
18000000.0,"Grant Road, Mumbai - South Mumbai, Maharashtra",750.0,18.96249,72.81748,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",24000.0
18000000.0,"Mulund West, Mumbai - Central Line, Maharashtra",1125.0,19.1746739,72.9431038,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",16000.0
18500000.0,"A/101, Bathia Apartment Building No.2, opp Shahstri Nagar, S.V.Road, Borivali west, Mumbai - 400092, Sumer Nagar, Mumbai - North Mumbai, Maharashtra",950.0,19.21935,72.85286,2.0,2.0,3.0,Ready to Move,Resale,10.0,Unfurnished,0.0,"Near Borivali station, near by reputed school, Jain Deraser, Haveli",Flat,"
                    
                    
                    
                       East Facing, 24 hours water supply, Parking facility,  Near future will go in redevelopement will get 23 percent extra benefit in carpet area and many other benefits
                    
                ",19473.68421052632
15000000.0,"Borivali West, Mumbai, Maharashtra, India., Borivali West, Mumbai - Western Suburbs, Maharashtra",825.0,19.2234933,72.833157,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",18181.81818181818
150000000.0,"Next to Sailee hospital, Link Road, Borivali West, Link Road, Mumbai - Western Suburbs, Maharashtra",6712.0,19.074712,72.834119,7.0,7.0,,Ready to Move,Resale,2.0,Semi-Furnished,,Next to Sailee Hospital,Flat,"


                                Do you wish to own a bungalow in a city!! Don't worry we got something for you. We present a 7 BHK super spacious bungalow of 5675 Sq. Feet usable carpet area with 2 living areas and 2 kitchens and a private terrace and lift as well, this bungalow offers a Large Living Room with Split Dining sit out, 6 Spacious Bedrooms with attached bathrooms, Large Family Room on 2nd Floor Additional Store Room, Large Terrace with Solar Heater installed, Also the location offers easy connectivity to all your daily needs and its closer to the upcoming metro station. Call us for more details.
                            
more

",22348.03337306317
